Me: 	EMILY?!
                        Me: 	*Moan* Oooh... Fuuuuck!
                        Belle:	Oh, yeah...
                        Belle:	You let out so much... hot jizz...
                        Me: 	Sorry.
                        Belle:	On my ass... Down my back...
                        Belle:	Shower me in your hot load, Dennis!
                        Me: 	If you say so.
                        Belle:	Mmmmfff... AAAH!
                        Me: 	*Moan* Oooh... Fuuuuck!
                        Belle:	Oh, yeah...
                        Belle:	You let out so much... hot jizz...
                        Me: 	Sorry.
                        Belle:	On my ass... Down my back...
                        Belle:	Shower me in your hot load, Dennis!
                        Me: 	If you say so.
                        Belle:	Mmmmfff... AAAH!
                        Me: 	*Moan* Oooh... Fuuuuck!
                        Belle:	Oh, yeah...
                        Belle:	You let out so much... hot jizz...
                        Me: 	Sorry.
                        Belle:	On my ass... Down my back...
                        Belle:	Shower me in your hot load, Dennis!
                        Me: 	If you say so.
                        Belle:	Mmmmfff... AAAH!
                        Me: 	*Moan* Oooh... Fuuuuck!
                        Belle:	Oh, yeah...
                        Belle:	You let out so much... hot jizz...
                        Me: 	Sorry.
                        Belle:	On my ass... Down my back...
                        Belle:	Shower me in your hot load, Dennis!
                        Me: 	If you say so.
                        Belle:	Mmmmfff... AAAH!
                        Me: 	*Moan* Oooh... Fuuuuck!
                        Belle:	Oh, yeah...
                        Belle:	You let out so much... hot jizz...
                        Me: 	Sorry.
                    Belle:	Don't be... It's nice.
                    Belle:	And, it's not like this is the first time someone unloaded on me.
                    Me: 	Pfft...
                    Belle:	Hey, now...
                    Belle:	I didn't say it wasn't the best.
                    Me: 	You really think this was the best?
                    Belle:	Well, maybe not the best... but, definitely one of the best.
                    Me: 	Heh. I'll take it.
                    Belle:	Good... You should be proud.
                    Belle:	You satisfied me.
                    Belle:	*Yawn* And, exhausted me.
                    Me: 	*Yawn* I wonder what time it is.
                    Belle:	It's late, for sure.
                    Belle:	I'd say it's time for bed.
                    Me: 	Yeah, we really got the blood pumping.
                    Belle:	*Giggle* I'm sure Violet would be happy we got our exercise for the day.
                    Me: 	*Chuckle* Yeah, right.
                    Belle:	Thanks for everything, Dennis.
                    Belle:	I'm gonna go get my beauty sleep, now.
                    Belle:	*Whisper* And, let this nice, natural, moisturizer soak into my skin.
                    Me: 	Okay...
                    Belle:	*Giggle* Just messing with you.
                    Belle:	Night, Dennis.
                    Me: 	Night, Belle.
                    Me: 	Sorry, Belle...
                    Me: 	But, I really don't want to use those on you.
                    Belle:	Well, that's pretty lame.
                    Me: 	It's just weird for me...
                    Me: 	...since they're Eve's.
                    Belle:	I guess I can understand that...
                    Belle:	But, you're going to have to make it up to me somehow.
                    Me: 	Oh, am I?
                    Belle:	Yeah, you are.
                    Belle:	Otherwise... you'll leave the girl of your dreams disappointed.
                    Me: 	Well, we can't have that, can we?
                    Belle:	Oooh! Yesss...
                    Me: 	You like this?
                    Belle:	I doooo...
                    Belle:	Mmm... Yes...
                    Me: 	You're so wet, Belle...
                    Belle:	I can't help it...
                    Belle:	This is really exciting.
                    Belle:	But, it would be even better if you stuck it in already.
                    Me: 	OOooh, fuck!
                    Belle:	Surprise ya?
                    Me: 	A little...
                    Belle:	*Giggle* I'm... gonna surprise you even more.
                    Me: 	Mmmff... Fuck, Belle...
                    Belle:	Is it good?
                    Me: 	It's... fucking amazing...
                    Belle:	Mmm...
                    Belle:	Oooohh...
                    Belle:	Agreed...
                    Me: 	Surprise!
                    Belle:	*Moan* Fuuuuck, yeeeah...
                    Belle:	I'm gonna...
                    Belle:	Ahhh...
                    Belle:	I'm gonna cum!
                    Me: 	Me too...
                    Belle:	Do it.
                    Belle:	On my ass, and down my back...
                    Belle:	Shower me in your hot load, Dennis!
                    Me: 	If you insist.
                    Belle:	Mmmmfff... AAAH!
                    Me: 	*Moan* Oooh... Fuuuuck!
                    Belle:	Oh, yeah...
                    Belle:	I'm covered in your hot jizz...
                    Me: 	Sorry.
                    Belle:	Don't be... It's nice.
                    Belle:	And, it's not like this is the first time someone unloaded on me.
                    Me: 	Pfft...
                    Belle:	Hey, now...
                    Belle:	I didn't say it wasn't the best.
                    Me: 	You really think this was the best?
                    Belle:	Well, maybe not the best... but, definitely one of the best.
                    Me: 	Heh. I'll take it.
                    Belle:	Good... You should be proud.
                    Belle:	You satisfied me.
                    Belle:	*Yawn* And, exhausted me.
                    Me: 	*Yawn* I wonder what time it is.
                    Belle:	It's late, for sure.
                    Belle:	I'd say it's time for bed.
                    Me: 	Yeah, we really got the blood pumping.
                    Belle:	*Giggle* I'm sure Violet would be happy we got our exercise for the day.
                    Me: 	*Chuckle* Yeah, right.
                    Belle:	Thanks for everything, Dennis.
                    Belle:	I'm gonna go get my beauty sleep, now.
                    Belle:	*Whisper* And, let this nice, natural, moisturizer soak into my skin.
                    Me: 	Okay...
                    Belle:	*Giggle* Just messing with you.
                    Belle:	Night, Dennis.
                    Me: 	Night, Belle.
            Belle:	How about...
            Belle:	...we use these?
            Narr:	Belle reaches down and pulls out her dildo, and a condom.
            Me: 	A condom for a dildo?
            Belle:	You think the condom is for the dildo?
            Belle:	You're such a dingus.
            Me: 	Oh, I get it...
            Belle:	Good. So... What are you waiting for?
                Me: 	Nothing. Give those to me.
                Belle:	Smart choice, Dennis...
                Belle:	This little guy is one of my favorite toys...
                Me: 	Is it?
                Belle:	Mhm... It reaches all the right places.
                Belle:	Stick it in my pussy, Dennis.
                Belle:	Right there...
                Me: 	Like this?
                Belle:	OOOooh... Shiiit...
                Belle:	It's bigger than I expected.
                Belle:	But...
                Belle:	I want more.
                Belle:	OOOoohh... Fuuuck yeeeah...
                Me: 	Too much?
                Belle:	No... no...
                Belle:	I've been craving this feeling since I got here.
                Belle:	But, it's not nearly enough...
                Belle:	Dennis, I want you to join in.
                Me: 	Oh, yeah?
                Belle:	Yeah. Stick your huge cock into my ass.
                Me: 	You like this?
                Belle:	I doooo...
                Belle:	Mmm... Yes...
                Me: 	You're so wet, Belle...
                Belle:	I can't help it...
                Belle:	This is really exciting.
                Belle:	But, it would be even better if you stuck it in already.
                Me: 	OOooh, fuck!
                Belle:	Surprise ya?
                Me: 	A little...
                Belle:	*Giggle* I'm... gonna surprise you even more.
                Me: 	Mmmff... Fuck, Belle...
                Belle:	Is it good?
                Me: 	It's... fucking amazing...
                Belle:	Mmm...
                Belle:	Oooohh...
                Belle:	Agreed...
                Me: 	Surprise!
                Belle:	*Moan* Fuuuuck, yeeeah...
                Belle:	I'm gonna...
                Belle:	Ahhh...
                Belle:	I'm gonna cum!
                Me: 	Me too...
                Belle:	Do it.
                Belle:	Cum inside me...
                Belle:	Fill me with your hot load, Dennis!
                Me: 	If you insist.
                    Me: 	If you insist.
                        Belle:	Mmmmfff... AAAH!
                        Me: 	*Moan* Oooh... Fuuuuck!
                        Belle:	Oh, yeah...
                        Belle:	I feel so warm inside...
                        Belle:	Mmm... It's nice.
                        Belle:	Aww... Leaving so soon?
                        Me: 	It can't last forever, Belle.
                        Belle:	Next time we should do this without that.
                        Me: 	Maybe... If we can find the time.
                        Me: 	So...
                        Me: 	How was it?
                        Belle:	It was pretty good.
                        Me: 	Pfft...
                        Belle:	Hey, now...
                        Belle:	I didn't say it wasn't the best.
                        Me: 	You really think this was the best?
                        Belle:	Well, maybe not the best... but, definitely one of the best.
                        Me: 	Heh. I'll take it.
                        Belle:	Good... You should be proud.
                        Belle:	You satisfied me.
                        Belle:	*Yawn* And, exhausted me.
                        Me: 	*Yawn* I wonder what time it is.
                        Belle:	It's late, for sure.
                        Belle:	I'd say it's time for bed.
                        Me: 	Yeah, we really got the blood pumping.
                        Belle:	*Giggle* I'm sure Violet would be happy we got our exercise for the day.
                        Me: 	*Chuckle* Yeah, right.
                        Belle:	Thanks for everything, Dennis.
                        Belle:	I'm gonna go get my beauty sleep, now.
                        Me: 	Okay...
                        Belle:	*Giggle* Just messing with you.
                        Belle:	Night, Dennis.
                        Me: 	Night, Belle.
                        Belle:	Mmmmfff... AAAH!
                        Me: 	*Moan* Oooh... Fuuuuck!
                        Belle:	Oh, yeah...
                        Belle:	That felt fucking amaaaazing...
                        Me: 	Then you're gonna love this.
                        Belle:	WHAT THE FUCK?!
                        Belle:	Naughty boy!
                        Belle:	Maybe next time we can do this somehow more interesting.
                        Me: 	Hmm... Maybe.
                        Me: 	So...
                        Me: 	How was it?
                        Belle:	It was pretty good.
                        Me: 	Pfft...
                        Belle:	Hey, now...
                        Belle:	I didn't say it wasn't the best.
                        Me: 	You really think this was the best?
                        Belle:	Well, maybe not the best... but, definitely one of the best.
                        Me: 	Heh. I'll take it.
                        Belle:	Good... You should be proud.
                        Belle:	You satisfied me.
                        Belle:	*Yawn* And, exhausted me.
                        Me: 	*Yawn* I wonder what time it is.
                        Belle:	It's late, for sure.
                        Belle:	I'd say it's time for bed.
                        Me: 	Yeah, we really got the blood pumping.
                        Belle:	*Giggle* I'm sure Violet would be happy we got our exercise for the day.
                        Me: 	*Chuckle* Yeah, right.
                        Belle:	Thanks for everything, Dennis.
                        Belle:	I'm gonna go get my beauty sleep, now.
                        Me: 	Okay...
                        Belle:	*Giggle* Just messing with you.
                        Belle:	Night, Dennis.
                        Me: 	Night, Belle.
                Me: 	Sorry, Belle...
                Me: 	But, I'd rather be the only thing you feel.
                Belle:	Well, that's kinda lame.
                Me: 	You really need a toy to satisfy you?
                Me: 	Even when you have the real thing?
                Belle:	No... I guess I don't.
                Belle:	I just thought it would be more fun.
                Belle:	But, I think that huge thing will be fun enough.
                Me: 	Oh, will it?
                Belle:	Yeah, it will.
                Belle:	If it doesn't, I'll be shocked...
                Belle:	...and, maybe even disappointed.
                Me: 	We wouldn't want that, now.
                Belle:	Oooh! Yesss...
                Me: 	You like this?
                Belle:	I doooo...
                Belle:	Mmm... Yes...
                Me: 	You're so wet, Belle...
                Belle:	I can't help it...
                Belle:	This is really exciting.
                Belle:	But, it would be even better if you stuck it in already.
                Me: 	OOooh, fuck!
                Belle:	Surprise ya?
                Me: 	A little...
                Belle:	*Giggle* I'm... gonna surprise you even more.
                Me: 	Mmmff... Fuck, Belle...
                Belle:	Is it good?
                Me: 	It's... fucking amazing...
                Belle:	Mmm...
                Belle:	Oooohh...
                Belle:	Agreed...
                Me: 	Surprise!
                Belle:	*Moan* Fuuuuck, yeeeah...
                Belle:	I'm gonna...
                Belle:	Ahhh...
                Belle:	I'm gonna cum!
                Me: 	Me too...
                Belle:	Do it.
                Belle:	Cum inside me...
                Belle:	Fill me with your hot load, Dennis!
                Me: 	If you insist.
                Belle:	Mmmmfff... AAAH!
                Me: 	*Moan* Oooh... Fuuuuck!
                Belle:	Oh, yeah...
                Belle:	I feel so warm inside...
                Belle:	Mmm... It's nice.
                Me: 	It can't last forever, Belle.
                Belle:	Aww... Leaving so soon?
                Me: 	Yeah, I need to take this thing off.
                Belle:	Next time we should do this without that.
                Me: 	Maybe.
                Me: 	So...
                Me: 	How was it?
                Belle:	It was pretty good.
                Me: 	Pfft...
                Belle:	Hey, now...
                Belle:	I didn't say it wasn't the best.
                Me: 	You really think this was the best?
                Belle:	Well, maybe not the best... but, definitely one of the best.
                Me: 	Heh. I'll take it.
                Belle:	Good... You should be proud.
                Belle:	You satisfied me.
                Belle:	*Yawn* And, exhausted me.
                Me: 	*Yawn* I wonder what time it is.
                Belle:	It's late, for sure.
                Belle:	I'd say it's time for bed.
                Me: 	Yeah, we really got the blood pumping.
                Belle:	*Giggle* I'm sure Violet would be happy we got our exercise for the day.
                Me: 	*Chuckle* Yeah, right.
                Belle:	Thanks for everything, Dennis.
                Belle:	I'm gonna go get my beauty sleep, now.
                Me: 	Okay...
                Belle:	*Giggle* Just messing with you.
                Belle:	Night, Dennis.
                Me: 	Night, Belle.
        Me: 	I think I'm gonna go back to the house.
        Me: 	I'm pretty tired.
        Belle:	Aww, how disappointing.
        Belle:	Hopefully you'll have the energy to stay up longer, tomorrow.
        Me: 	We'll see.
        Me: 	See you tomorrow, Belle.
        Me: 	Night.
        Belle:	Night, sexy.
        Narr:	You walk away from Belle, now focused on finding Violet.
        Me: 	(Where did she say she was going?)
        Me: 	(The campfire spot from the first night?)
        Me: 	(Yeah, I think that's what she said.)
        Narr:	Walking beneath the blanket of stars above Red Falls...
        Narr:	You make it to the spot Violet spoke of.
        Me: 	(I wonder where she is?)
        Me: 	(Oh, is that--)
        Violet:	Hey, Dennis.
        Violet:	So... You decided to join me after all?
        Me: 	I wanted to spend more of this beautiful night with a beautiful girl.
        Violet:	Do... Do you mean that?
        Me: 	Yeah, I do.
        Me: 	You're gorgeous, and kind.
        Me: 	(And, your body is a perfect 10/10.)
            Violet:	Oh, Dennis...
            Violet:	I've wanted to hear you say that for so long.
            Me: 	You have?
            Violet:	I was so shy when I first got here...
            Violet:	But, now I feel much more comfortable.
            Me: 	It makes me happy to hear that, Violet...
            Me: 	I'm glad you feel comfortable with me.
            Me: 	I feel close to you too.
            Violet:	You do?
            Me: 	How couldn't I?
            Me: 	You're kind, fun to exercise with, and irresistible.
            Violet:	Irresistible?
            Me: 	Yeah.
            Violet:	Oh, Dennis...
            Me: 	Violet...
            Violet:	I've wanted you to do that for so long, Dennis...
            Me: 	You have?
            Violet:	I have. I was just so shy before...
            Me: 	It's okay, Violet.
            Violet:	To be honest...
            Violet:	...I want to do other things to you too.
            Me: 	Wow. Okay. I didn't expect you to say that so openly.
            Violet:	Oh, did I frighten you?
            Me: 	No, no. I'm just surprised... It was unexpected.
            Violet:	Well... I'm finally starting to feel comfortable.
            Violet:	I can't help it if I'm feeling the urge to be more honest...
            Violet:	Especially with you.
            Me: 	No, Violet...
            Me: 	I like this side of you.
            Me: 	I'm glad you feel more comfortable with me, already.
            Violet:	You are?
            Me: 	Yeah, really glad...
            Violet:	Oh, Dennis...
            Violet:	Come here.
            Me: 	You're wonderful, Violet.
            Violet:	So are you, Dennis...
            Me: 	Mmm...
            Violet:	Does that feel good?
            Me: 	Yeah, it does.
            Violet:	Oh!
            Me: 	Sorry! Too fast?
            Violet:	Don't be sorry. And, no... I was just surprised.
            Violet:	And, your touch...
            Me: 	Excited you like you excited me?
            Violet:	Oh...
            Violet:	Yes.
            Me: 	Someone's eager.
            Violet:	I can't help it... I want to see your body.
            Me: 	Will you be joining me?
            Violet:	Well, yes...
            Violet:	Help a girl out?
            Me: 	This better?
            Violet:	Much better...
            Violet:	Do you like this?
            Violet:	And, this?
            Me: 	Yeah, Violet.
            Me: 	You're... doing something to me.
            Violet:	Oh, it looks like I am.
            Violet:	Let me help you with that huge thing...
            Me: 	Ohhh...
            Violet:	*Moan* Oh, yeah... Dennis...
            Violet:	Touch me...
            Violet:	Touch me!
            Me: 	*Moan* Oh, Violet...
            Violet:	Dennis...
            Violet:	I'm... close.
            Me: 	Me too...
            Violet:	Cum, Dennis. Cum for me.
            Me: 	You too, then.
            Violet:	Mmmff... I... will.
            Violet:	AAH! Yes!
            Me: 	Fuuuck, yeah...
            Violet:	That... was a good exercise.
            Violet:	Don't you think so, my special workout partner?
            Me: 	I do, Violet. You're a great special workout partner.
            Violet:	I'm glad you think so...
            Violet:	Maybe we can do some special yoga sometime?
            Me: 	Hopefully sooner than later.
            Violet:	I'm glad you followed, Dennis.
            Me: 	I am too... I had a great time out here with you.
            Violet:	Good night, Dennis.
            Violet:	Sleep well, okay?
            Me: 	I will. You too, Violet.
            Violet:	I have a feeling I'll sleep wonderfully, tonight.
            Me: 	Me too.
            Me: 	Good night, Violet.
                Me: 	Hmm...
                Me: 	(Violet seemed... different.)
                Me: 	(Really different, actually.)
                Me: 	(She was so shy before today.)
                Me: 	(I wonder if this has anything to do with her session, earlier.)
                Me: 	(She's been pretty relaxed since then.)
                Me: 	*Chuckle* (Eve's really doing something amazing here.)
                Me: 	Hmm...
                Me: 	(Violet seemed... different.)
                Me: 	(Really different, actually.)
                Me: 	(She was so shy before today.)
                Me: 	(I guess she's getting comfortable, finally.)
                Me: 	(It's nice to see her out of her shell...)
            Violet:	You really mean that?
            Violet:	You're not messing with me?
            Me: 	No! Why would I be that cruel?
            Violet:	I don't think you would...
            Me: 	What? Do you think someone put me up to this?
            Violet:	No, of course not.
            Violet:	It just... came out of the blue so suddenly.
            Me: 	I've felt it for a while, Violet...
            Violet:	You have?
            Me: 	Yeah. How could anyone not like you?
            Me: 	And, how could anyone resist?
            Violet:	Dennis, you're so sweet...
            Me: 	So are you, Violet...
            Me: 	Compared to most of the girls here, you're the sweetest.
            Violet:	Oh, Dennis...
            Me: 	*Quietly* You have beautiful eyes.
            Violet:	So do you...
            Me: 	Mm... Woah.
            Violet:	Oh, I'm sorry. Did I surprise you?
            Me: 	Yeah, you did... But, it's okay.
            Me: 	It was the best kind of surprise...
            Violet:	I'm gla--
            Violet:	Oh, Dennis...
            Violet:	Hold me.
            Violet:	Mmmm...
            Violet:	I've wanted this for so long...
            Me: 	You have?
            Violet:	Yeah, I just felt too shy before.
            Me: 	I'm glad you feel comfortable with me, Violet.
            Violet:	I'm glad you followed, Dennis.
            Me: 	I am too... I had a great time out here with you.
            Violet:	Good night, Dennis.
            Violet:	Sleep well, okay?
            Me: 	I will. You too, Violet.
            Violet:	I have a feeling I'll sleep wonderfully, tonight.
            Me: 	Me too.
            Me: 	Good night, Violet.
        Me: 	I think I'm gonna go back to the house.
        Me: 	I'm pretty tired.
        Belle:	Aww, how disappointing.
        Belle:	Hopefully you'll have the energy to stay up longer, tomorrow.
        Me: 	We'll see.
        Me: 	(Especially since I'm not going to sleep...)
        Me: 	(...or back to the house.)
        Me: 	See you tomorrow, Belle.
        Me: 	Night.
        Belle:	Night, sexy.
        Narr:	You walk away from Belle, now focused on quickly getting to Stacy's cabin.
        Me: 	(I don't have much time, Belle will be right behind me...)
        Me: 	(Gotta make this quick.)
        Narr:	Every so often you make sure Belle isn't following you.
        Me: 	(I don't think she followed me.)
        Narr:	Now at the door of Stacy and Belle's cabin, you gently knock.
        Stacy:	Who's there?
        Me: 	It's just me, Stacy.
        Stacy:	Oh, how wonderful. Hello, Dennis.
        Stacy:	Why are you gracing me with your presence?
        Me: 	Well, I just wanted to say good night to you before I went to bed.
        Stacy:	How sweet...
            Me: 	Where are we going?
            Stacy:	I didn't want Belle to interrupt us.
            Stacy:	So... You must feel the bonding flames, too.
            Me: 	The what?
            Stacy:	You feel the same passion for me, as I do for you.
            Me: 	I do, Stacy...
            Me: 	I think we've gotten really close.
            Stacy:	As do I.
            Narr:	Before you can say a word, she kisses you passionately on the lips.
            Stacy:	Ah... My heart is ablaze.
            Stacy:	I want you, I need you...
            Stacy:	Your hot, divine, rod.
            Me: 	Well...
            Me: 	I think I know where we can go.
            Me: 	Follow me, Stacy.
            Narr:	Under the cover of darkness, you and Stacy made it to the deck undetected.
            Me: 	Nobody comes out here this late at night.
            Stacy:	Then... we can continue.
            Stacy:	Sit down, please.
            Stacy:	Good...
            Me: 	Hmm?
            Stacy:	I want to make you feel the divine flames rage.
            Stacy:	Give me your passion, Dennis.
            Me: 	Okay, Stacy...
            Me: 	I will.
            Stacy:	Mmm... Yes...
            Stacy:	But, it would be easier if...
            Narr:	Taking Stacy's cue, you help her take her shirt off.
            Stacy:	Yes, Dennis... I am yours...
            Me: 	You are?
            Stacy:	Tonight, I am here to satisfy your desires.
            Stacy:	Let me help you with these...
            Stacy:	As expected... You crave my warmth, too.
            Me: 	I can't hide it.
            Stacy:	Yes. It is far too big...
            Stacy:	...but not for me.
            Me: 	Oh, yeah, Stacy...
            Stacy:	You enjoy this?
            Me: 	Yeah...
            Stacy:	Tell me what to do, and I'll follow your command.
            Me: 	You really know how to make a man happy, don't you?
            Stacy:	What can I say? I am a scholar among my people.
            Stacy:	So, what do you desire, my prince?
            Me: 	How about... a handjob?
            Stacy:	Anything for you, Dennis...
            Me: 	Oh yeah...
            Stacy:	Do you like this?
            Me: 	You really know what you're doing.
            Stacy:	I am glad you like my technique...
            Stacy:	It is one of the highest forms of erotic art within our dogma.
            Me: 	Mmmff... Is it?
            Stacy:	Yes.
            Me: 	Your religion sounds better... and better... every day.
            Stacy:	Well, this should feel even better, then.
            Stacy:	Is this good?
            Me: 	Ooooh, yeah...
            Stacy:	Do you feel my warmth?
            Me: 	Mhm... Keep going...
            Stacy:	Focus on the hot pleasure...
            Me: 	Aaah...
            Me: 	Can we try something else?
            Stacy:	As you wish, my prince.
            Me: 	Can we try something else?
            Stacy:	As you wish, my prince.
            Me: 	A blowjob would be great...
            Stacy:	Anything for you, Dennis...
            Me: 	Oh yeah...
            Stacy:	Do you like this?
            Me: 	You really know what you're doing.
            Stacy:	I am glad you like my technique, so far...
            Stacy:	I think you'll love this.
            Stacy:	It is one of the erotic arts within our dogma.
            Me: 	Mmmff... Is it?
            Stacy:	*Gasp* Ah! Yes.
            Me: 	Your religion sounds better... and better... every day.
            Stacy:	Well, this should feel even better, then.
            Me: 	You're so good, Stacy...
            Me: 	Aahhh...
            Me: 	Yeah, yeah...
            Me: 	This is great...
            Me: 	Oooh... fuuu--
            Me: 	This is amazing...
            Me: 	Can we try something else?
            Stacy:	As you wish, my prince.
            Me: 	Can we try something else?
            Stacy:	As you wish, my prince.
            Me: 	I'd love a titjob, Stacy.
            Stacy:	Anything for you, Dennis...
            Me: 	Mmm... They're so soft...
            Stacy:	Do you like this?
            Me: 	it feels amazing, Stacy...
            Stacy:	I am glad you like it.
            Stacy:	I know they're not the biggest...
            Stacy:	But, I think my technique will compensate.
            Stacy:	It is one of the highest forms of erotic art within our dogma.
            Me: 	Stacy, your tits are amazing...
            Stacy:	You really think so?
            Me: 	Yes. They're perfect...
            Stacy:	It warms my bosom to hear that, Dennis...
            Stacy:	I'm going to make you feel even better, now.
            Stacy:	Do you like how they feel?
            Me: 	Yeah, they're so soft...
            Stacy:	Feel the heat of my soul...
            Me: 	Mmm... Fuuuu...
            Stacy:	I'm going as fast as I can...
            Me: 	It feels amazing, Stacy...
            Me: 	Can we try something else?
            Stacy:	As you wish, my prince.
            Me: 	Can we try something else?
            Stacy:	As you wish, my prince.
            Me: 	I can't hold it much longer...
            Me: 	I'm gonna...
            Me: 	I'm gonna cum, Stacy.
            Stacy:	Give it to me, Dennis.
            Stacy:	Give it to me here...
            Me: 	If you insist...
            Stacy:	I want it all.
            Me: 	*Moan* Oooohh... Aahhh...
            Stacy:	Mmmff... Aah!
            Stacy:	There's so much, Dennis...
            Me: 	Sorr--
            Stacy:	No, Dennis, that was a positive statement...
            Me: 	Oh... Okay.
            Me: 	You never cease to amaze me, Stacy...
            Stacy:	Good... You amaze me too, my prince.
            Me: 	Every day I get closer and closer to joining your religion, Stacy.
            Stacy:	*Giggle* Then my mission as an envoy is going according to plan...
            Me: 	Heh... I really hope you're joking...
            Stacy:	An envoy of the divine flame never reveals her secrets.
            Stacy:	However...
            Stacy:	I think I should return to my cabin, now. It's quite late.
            Stacy:	Thank you, again, for coming to see me.
            Me: 	Anytime, Stacy. I'm glad I did, too.
            Stacy:	Good night, ashen prince.
            Me: 	Good night, beautiful.
            Me: 	I can't hold it much longer...
            Me: 	I'm gonna...
            Me: 	I'm gonna cum, Stacy.
            Stacy:	Give it to me, Dennis.
            Stacy:	Cover my breasts in your hot passion...
            Me: 	If you insist...
            Stacy:	I want it all.
            Me: 	*Moan* Oooohh... Aahhh...
            Stacy:	Oh! Yes...
            Stacy:	There's so much, Dennis...
            Stacy:	And, some of it went so far...
            Me: 	Sorr--
            Stacy:	No, Dennis, it's fine.
            Me: 	Oh... Okay.
            Me: 	You never cease to amaze me, Stacy...
            Stacy:	Good... You amaze me too, my prince.
            Me: 	Every day I get closer and closer to joining your religion, Stacy.
            Stacy:	*Giggle* Then my mission as an envoy is going according to plan...
            Me: 	Heh... I really hope you're joking...
            Stacy:	An envoy of the divine flame never reveals her secrets.
            Stacy:	However...
            Stacy:	I think I should return to my cabin, now. It's quite late.
            Stacy:	Thank you, again, for coming to see me.
            Me: 	Anytime, Stacy. I'm glad I did, too.
            Stacy:	Good night, ashen prince.
            Me: 	Good night, beautiful.
            Stacy:	Won't you come in?
            Me: 	Sure. I didn't know I was welcome.
            Stacy:	You're always welcome in my domain, Dennis.
            Narr:	Having been invited in by Stacy, you enter the cabin.
            Stacy:	Come here, please...
            Stacy:	Hello, Dennis.
            Stacy:	What did I do to get in the good graces of the divine flame?
            Me: 	You must have paid good tribute...
            Stacy:	Indeed...
            Narr:	Before you can say a word, she kisses you passionately on the lips.
            Stacy:	Thank you for coming to say good night, Dennis.
            Me: 	No problem, I'm glad I did...
            Stacy:	Belle will arrive back here, soon...
            Stacy:	I wish we had more time.
            Me: 	I also do.
            Stacy:	Another time, I suppose. Good night, Dennis.
            Me: 	Good night, Stacy. Sleep well.
            Narr:	You linger a moment longer, looking into Stacy's longing eyes.
            Me: 	(What is that look? How badly does she want me?)
            Me: 	(Those eyes are going to stick with me.)
        Me: 	I think I'm gonna go back to the house.
        Me: 	I'm pretty tired.
        Belle:	Aww, how disappointing.
        Belle:	Hopefully you'll have the energy to stay up longer, tomorrow.
        Me: 	We'll see.
        Me: 	That all depends on Eve.
        Belle:	Yeah, it does.
        Belle:	And, I'm aware she's Mrs. Boring.
        Me: 	*Chuckle* She can be, at times.
        Me: 	Night, Belle.
        Belle:	Night, sexy.
        Narr:	You walk away from Belle, and head back to the house.
        Belle:	(I'll make you my simp, Dennis.)
        Belle:	(You'll see...)
        Narr:	Arriving in your room, you feel more tired than earlier.
        Narr:	However, you still feel slightly restless...
        Narr:	Mostly because of the girls' behavior on the dock.
        Me: 	(The girls really know how to make me horny...)
        Me: 	(Meh. Whatever...)
        Narr:	Sitting on your bed, you scroll through your phone.
            Narr:	You browse the internet a bit, eventually getting bored.
            Narr:	However, before putting your phone down... 
            Narr:	You see an old message from Kiara.
            Me: 	(Oh. Kiara...)
            Me: 	("The dreaded Forest Sucker.")
            Me: 	*Chuckles*
            Narr:	As you stop chuckling to yourself, you feel a strange urge...
            Me: 	(Should I reach out to her?)
            Me: 	(Wait, it's like 2am.)
            Me: 	(Hmm...)
            Me: 	(Maybe she isn't sleeping?)
            Me: 	(I could go peek into her room, or send her a text.)
            Me: 	(What to do, what to do...)
                Me: 	(What to do, what to do...)
            Narr:	You notice a notification from an unknown number.
            Me: 	(Who's that?)
            Narr:	Opening the message, you're shocked to see a picture of yourself, nude.
            Me: 	(WHAT THE HELL?!)
            Me: 	(Naomi...)
            Narr:	You consider texting Naomi back...
                Narr:	You consider texting Naomi back...
                    Me: 	(You know what? I will text her back.)
                    Me: 	"I'm beginning to regret giving you my number."
                    Naomi:	"Oh, come on... It's just a joke. ;P"
                    Naomi:	"So, you're still up?"
                    Me: 	"So are you."
                    Naomi:	"Yeah, I am."
                    Naomi:	"Sleeping on these beds is a travesty..."
                    Me: 	"Better than sleeping in the barn."
                    Naomi:	"Lmao. Yeah, right. Is there even a barn here?"
                    Me: 	"Lol, no."
                    Naomi:	"Didn't think so. lol"
                    Naomi:	"It's so cold out here..."
                    Naomi:	"Why don't you come and warm me up?"
                    Me: 	"What?!"
                    Naomi:	"Joooooking."
                        Naomi:	"Although... I wouldn't mind you bringing me a spare sweater."
                        Naomi:	"I'm freezing my tits off tonight."
                        Me: 	"We wouldn't want that, now."
                        Naomi:	"I'm sure you wouldn't. lol"
                        Naomi:	"Anyway, I'll let you go."
                        Naomi:	"I'm sure you're tired."
                        Me: 	"Night, Naomi."
                        Naomi:	"Anyway, I'll let you go."
                        Naomi:	"I'm sure you're tired."
                        Me: 	"Night, Naomi."
                        Me: 	(Was she being serious?)
                        Me: 	(If she really is cold, I should bring her that sweater...)
                        Me: 	(Wouldn't want those tits freezing off.)
                        Me: 	(What if she's joking, though?)
                        Me: 	(Why would she? We have a good relationship...)
                        Narr:	You think what to do for a moment, before making a decision.
                        Me: 	(What should I do?)
                            Me: 	(What should I do?)
